       x,       x,       x,       x
 -134416,  -83760,  -92989,  -38959
 -128640, -107456,  -94988,  -58985
 -118432, -129264,  -92227,  -78109
 -104384, -148336,  -85941,  -96978
  -87280, -163952,  -75696, -112478
  -68016, -175616,  -62881, -126054
  -47600, -183072,  -48067, -134685
  -27008, -186272,  -32357, -140517
   -7216, -185424,  -16972, -141157
   10864, -180928,   -2493, -139131
   26496, -173440,    9651, -132895
   39088, -163696,   19570, -125076
   48288, -152592,   26113, -114832
   53936, -141056,   30025, -104557
   56128, -130032,   30651,  -93826
   55184, -120400,   29208,  -84563
   51600, -112944,   25512,  -76405
   46080, -108288,   20878,  -70734
   39456, -106880,   15413,  -67179
   32656, -108944,   10244,  -66774
   26624, -114480,    5550,  -69125
   22304, -123248,    2257,  -75186
   20544, -134784,     641,  -84287
   22080, -148432,    1768,  -97259
   27472, -163376,    5974, -112602
   37088, -178640,   14619, -130925
   51040, -193232,   27552, -149480
   69216, -206112,   46178, -168832
   91280, -216272,   69167, -185219
  116640, -222816,   97680, -199372
  144512, -224976,  128923, -207463
  173984, -222192,  163625, -210596
  203968, -214112,  198246, -206111
  233392, -200624,  232973, -195381
  261088, -181872,  264874, -177429
  286016, -158224,  293406, -153844
  307184, -130304,  317335, -124844
  323808,  -98928,  335439,  -92362
  335264,  -65056,  348306,  -56724
  341152,  -29776,  354213,  -20356
  341328,    5776,  354905,   16921
  335904,   40480,  348659,   52185
  325216,   73216,  337775,   86234
  309872,  103040,  320874,  115829
  290608,  129136,  300481,  142283
  268352,  150864,  275855,  162468
  244144,  167856,  249511,  178058
  219040,  179952,  221524,  186752
  194096,  187248,  193977,  190377
  170336,  190048,  167574,  188054
  148624,  188928,  143601,  181439
  129712,  184592,  122909,  171305
  114096,  177888,  105746,  158714
  102096,  169760,   92667,  145503
   93792,  161200,   83167,  132009
   89008,  153136,   77386,  120422
   87376,  146448,   74439,  110385
   88304,  141904,   74299,  103894
   91056,  140048,   75925,  100120
   94784,  141280,   79255,  100754
   98576,  145744,   83071,  104549
  101488,  153376,   87190,  113032
  102640,  163840,   90091,  124352
  101264,  176640,   91456,  139856
   96704,  191088,   89767,  156908
   88528,  206320,   84731,  176659
   76464,  221424,   75371,  195774
   60544,  235424,   61680,  215225
   40960,  247344,   43640,  231614
   18176,  256304,   21575,  245709
   -7136,  261504,   -3508,  254764
  -34160,  262368,  -31003,  259368
  -61936,  258464,  -59354,  258039
  -89392,  249616,  -87668,  251142
 -115488,  235904, -114305,  238520
 -139168,  217616, -138223,  220577
 -159472,  195296, -158142,  198163
 -175584,  169680, -173137,  171980
 -186864,  141696, -182454,  143489
 -192880,  112384, -185785,  113767
 -193456,   82848, -182921,   84455
 -188640,   54224, -174527,   56709
 -178768,   27616, -160893,   31968
 -164352,    4000, -143631,   10942
 -146176,  -15744, -123341,   -5423
 -125136,  -30976, -102021,  -17246
 -102272,  -41216,  -80358,  -24237
  -78688,  -46288,  -59985,  -27260
  -55520,  -46208,  -41413,  -26609
  -33824,  -41280,  -25472,  -23432
  -14592,  -32016,  -12317,  -18346
    1360,  -19136,   -1993,  -12281
   13408,   -3520,    5841,   -5690
   21120,   13872,   11762,    1569
   24304,   31968,   15970,   10021
   23040,   49744,   18220,   20016
   17616,   66208,   17924,   31104
    8560,   80448,   14762,   42479
   -3456,   91776,    8783,   53051
  -17584,   99632,     260,   62161
  -32896,  103696,  -10071,   68739
  -48400,  103872,  -21641,   72654
  -63152,  100320,  -33188,   73207
  -76256,   93392,  -44243,   70896
  -86976,   83664,  -53414,   65606
  -94672,   71872,  -60584,   58254
  -98960,   58848,  -64612,   49264
  -99648,   45552,  -65879,   39707
  -96768,   32912,  -63815,   30269
  -90640,   21824,  -59292,   21821
  -81712,   13136,  -52297,   14948
  -70672,    7488,  -43923,   10071
  -58368,    5392,  -34590,    7423
  -45712,    7136,  -25268,    6923
  -33680,   12784,  -16454,    8416
  -23264,   22128,   -8789,   11726
  -15376,   34784,   -2616,   17000
  -10832,   50112,    1681,   24707
  -10256,   67312,    3696,   35237
  -14128,   85440,    2727,   48665
  -22640,  103472,   -1922,   64353
  -35808,  120336,  -11200,   81694
  -53344,  134960,  -25388,   99057
  -74752,  146384,  -45175,  115653
  -99344,  153760,  -69626,  129142
 -126208,  156416,  -99101,  138978
 -154336,  153888, -131135,  142858
 -182624,  145936, -165804,  140729
 -209920,  132592, -199668,  131354
 -235120,  114128, -232562,  115210
 -257216,   91024, -261457,   92585
 -275296,   64032, -285746,   64427
 -288656,   34048, -304146,   32093
 -296816,    2064, -315493,   -2975
 -299520,  -30784, -320727,  -39450
 -296736,  -63392, -318106,  -75262
 -288736,  -94640, -310307, -109995
 -275968, -123552, -295478, -140894
 -259120, -149248, -277109, -168881
 -239040, -171040, -253760, -190723
 -216672, -188480, -228824, -208498
 -193056, -201328, -201665, -219151
 -169232, -209568, -175008, -225352
 -146192, -213456, -148976, -224957
 -124848, -213456, -125359, -220700
 -105936, -210208, -104575, -211886
  -90048, -204528,  -87411, -200750
  -77536, -197280,  -74111, -187893
  -68512, -189456,  -64574, -174737
  -62896, -181968,  -58672, -162672
  -60352, -175712,  -55765, -152213
  -60352, -171440,  -55475, -144983
  -62192, -169760,  -56935, -140728
  -65040, -171104,  -59688, -141028
  -68000, -175664,  -62751, -144991
  -70128, -183408,  -65534, -154003
  -70512, -194080,  -66869, -166490
  -68352, -207184,  -66004, -183501
  -62960, -222080,  -61794, -202669
  -53808, -237904,  -53491, -224562
  -40624, -253744,  -40455, -246240
  -23328, -268608,  -22362, -267678
   -2064, -281472,     626, -286241
   22736, -291408,   27997, -301219
   50480, -297568,   59082, -311360
   80336, -299264,   92278, -315320
  111376, -296000,  127266, -313730
  142544, -287488,  161274, -304837
  172720, -273712,  195051, -290798
  200816, -254880,  224730, -269909
  225824, -231472,  252410, -244989
  246832, -204128,  273469, -214864
  263072, -173728,  291041, -182263
  274032, -141296,  300299, -146988
  279408, -107904,  305047, -111276
  279136,  -74720,  301099,  -75922
  273408,  -42880,  292366,  -42523
  262656,  -13408,  276129,  -12440
  247552,   12736,  255980,   13400
  228928,   34784,  231112,   33853
  207760,   52224,  204294,   48674
  185104,   64704,  176298,   57674
  162080,   72144,  148813,   61127
  139744,   74752,  123256,   59986
  119120,   72896,  100268,   54805
  101056,   67216,   80916,   47181
   86272,   58480,   65081,   37697
   75232,   47616,   53154,   27823
   68240,   35600,   44654,   17992
   65280,   23472,   39580,    9071
   66160,   12160,   37506,    1198
   70448,    2608,   38471,   -5320
   77504,   -4480,   42143,  -10432
   86576,   -8528,   48428,  -13859
   96752,   -9152,   56578,  -15299
  107104,   -6224,   66195,  -14327
  116688,     176,   76000,  -10735
  124624,    9680,   85577,   -4355
  130128,   21808,   93361,    4469
  132560,   35840,   99215,   15571
  131488,   50928,  101689,   27867
  126704,   66144,  101137,   41008
  118192,   80560,   96663,   53441
  106192,   93216,   89054,   64918
   91184,  103264,   78166,   73764
   73808,  109968,   65097,   80051
   54896,  112768,   50403,   82504
   35376,  111312,   35205,   81662
   16288,  105488,   20438,   76916
   -1376,   95392,    6935,   69220
  -16608,   81376,   -4440,   58686
  -28544,   64016,  -13347,   46432
  -36432,   44080,  -19357,   33047
  -39712,   22512,  -22649,   19448
  -38080,     320,  -23342,    6141
  -31424,  -21376,  -21758,   -6690
  -19888,  -41504,  -17855,  -19238
   -3904,  -58992,  -11178,  -31677
   15936,  -72928,   -1082,  -43734
   38784,  -82544,   12942,  -54663
   63696,  -87248,   30790,  -63201
   89584,  -86688,   52218,  -68387
  115296,  -80768,   75869,  -68984
  139744,  -69648,  101227,  -64558
  161840,  -53696,  125948,  -54562
  180640,  -33520,  149712,  -39118
  195376,   -9952,  169732,  -18871
  205440,   16064,  186182,    5644
  210480,   43504,  196742,   32700
  210400,   71232,  202084,   61617
  205312,   98208,  201029,   90157
  195600,  123376,  194567,  117661
  181856,  145888,  182803,  142144
  164816,  164976,  166824,  163116
  145392,  180144,  147702,  179366
  124560,  191072,  126557,  190664
  103328,  197696,  104828,  196723
   82688,  200192,   83570,  197782
   63536,  198944,   64016,  194298
   46640,  194560,   46966,  187112
   32624,  187776,   33128,  177006
   21872,  179456,   22786,  165335
   14560,  170528,   16049,  152833
   10640,  161952,   12624,  141114
    9824,  154592,   12126,  130580
   11632,  149248,   13897,  122730
   15360,  146560,   17325,  117572
   20224,  147024,   21708,  116439
   25296,  150848,   26342,  118970
   29648,  158080,   30528,  126283
   32320,  168480,   33399,  137505
   32464,  181648,   34085,  153497
   29344,  196912,   31599,  172537
   22352,  213488,   24930,  195042
   11136,  230416,   13402,  218384
   -4464,  246704,   -3697,  242378
  -24352,  261296,  -26216,  264157
  -48192,  273200,  -54021,  282848
  -75440,  281488,  -86271,  296571
 -105344,  285408, -121460,  303849
 -136960,  284352, -159074,  304904
 -169264,  277952, -195899,  297815
 -201120,  266048, -233093,  284839
 -231408,  248784, -265666,  264142
 -259056,  226496, -297144,  238875
 -283088,  199792, -321138,  207931
 -302640,  169440, -343086,  173967
 -317104,  136400, -355858,  137130
 -326048,  101760, -365939,   98948
 -329296,   66640, -366288,   60929
 -326944,   32192, -363615,   23410
 -319280,    -496, -351731,  -10979
 -306896,  -30432, -337079,  -42853
 -290512,  -56800, -315092,  -69118
 -271040,  -78960, -291404,  -91134
 -249488,  -96464, -263473, -106233
 -226944, -109168, -235640, -116191
 -204448, -117104, -207198, -119686
 -183040, -120608, -180795, -118500
 -163584, -120192, -156766, -112912
 -146848, -116544, -136153, -104290
 -133376, -110528, -119512,  -94007
 -123488, -103072, -106702,  -82866
 -117296,  -95136,  -98088,  -72474
 -114656,  -87712,  -92930,  -63110
 -115200,  -81648,  -91466,  -56088
 -118368,  -77744,  -92720,  -51337
 -123424,  -76576,  -96851,  -49862
 -129552,  -78560, -102613,  -51341
 -135808,  -83872, -109963,  -56657
 -141264,  -92432, -117201,  -65073
 -145024, -104000, -124137,  -77371
 -146288, -118080, -128847,  -92168
 -144400, -133968, -131196, -110014
 -138896, -150848, -129557, -128757
 -129472, -167792, -124035, -148724
 -116112, -183856, -113841, -167396
  -98992, -198032,  -99373, -184906
  -78560, -209424,  -80902, -198851
  -55424, -217264,  -59088, -209350
  -30416, -220896,  -35074, -214697
   -4464, -219888,   -9704, -215084
   21392, -214032,   15383, -209738
   46080, -203376,   39294, -199169
   68560, -188192,   60390, -183558
   87872, -168976,   78034, -163850
  103200, -146464,   90935, -140907
  113856, -121536,   99041, -116083
  119392,  -95216,  101658,  -90562
  119632,  -68608,   99531,  -65749
  114592,  -42848,   92660,  -42741
  104576,  -19008,   82391,  -22482
   90080,    1872,   69202,   -5679
   71856,   18944,   54539,    7457
   50800,   31536,   39121,   16804
   27952,   39152,   23916,   22770
    4416,   41600,    9317,   25709
  -18704,   38880,   -4633,   26126
  -40304,   31264,  -18177,   24129
  -59424,   19264,  -31547,   19482
  -75184,    3568,  -44373,   11789
  -86944,  -14944,  -56041,     876
  -94272,  -35296,  -65468,  -12935
  -96944,  -56448,  -72049,  -29177
  -95008,  -77328,  -74872,  -46648
  -88720,  -96944,  -73926,  -64713
  -78592, -114400,  -68954,  -81659
  -65312, -128912,  -60536,  -97117
  -49680, -139936,  -49139, -109383
  -32656, -147104,  -35698, -118615
  -15200, -150288,  -21244, -123524
    1728, -149632,   -6733, -124898
   17200, -145456,    6612, -122119
   30448, -138288,   18193, -116424
   40848, -128864,   26962, -107862
   47952, -118000,   32867,  -97858
   51536, -106640,   35362,  -86870
   51648,  -95712,   34963,  -76240
   48496,  -86128,   31703,  -66429
   42560,  -78704,   26471,  -58422
   34480,  -74144,   19671,  -52497
   25088,  -72960,   12231,  -49289
   15264,  -75472,    4616,  -48951
    6016,  -81760,   -2495,  -52046
   -1712,  -91648,   -8703,  -58701
   -6992, -104752,  -13366,  -69396
   -8992, -120496,  -15824,  -83853
   -7072, -138080,  -15093, -102181
    -768, -156576,  -10333, -123112
   10176, -174960,    -482, -146368
   25776, -192176,   14794, -169578
   45776, -207152,   36196, -192234
   69696, -218912,   62858, -211401
   96848, -226592,   94769, -226513
  126352, -229504,  130033, -235302
  157200, -227168,  167652, -237212
  188288, -219312,  205795, -231740
  218480, -205952,  242180, -218393
  246640, -187312,  276593, -198518
  271744, -163904,  305275, -171942
  292896, -136416,  330621, -140863
  309344, -105728,  347560, -105809
  320576,  -72864,  360800,  -68511
  326288,  -38928,  364552,  -30630
  326480,   -5040,  364902,    7436
  321328,   27696,  356181,   42838
  311312,   58256,  344720,   76585
  297056,   85760,  325774,  104975
  279392,  109504,  305180,  130153
  259296,  128976,  279706,  148311
  237760,  143920,  254170,  162280
  215840,  154320,  226954,  169099
  194544,  160368,  201459,  171721
  174784,  162528,  177271,  168719
  157328,  161408,   15200,  222801
  142768,  157792,    4711,  205532
  131488,  152592,   -1911,  189380
  123664,  146720,   -5283,  175443
  119184,  141136,   -6229,  164550
  117760,  136720,   -5556,  157252
  118896,  134272,   -4121,  153856
  121888,  134400,   -2650,  154397
  125920,  137552,   -1877,  158705
  130080,  143936,   -2492,  166385
  133472,  153568,   -5142,  176926
  135152,  166208,  -10466,  189571
  134288,  181392,  -18996,  203390
  130192,  198464,  -31126,  217327
  122320,  216608,  -47007,  230209
  110368,  234912,  -66515,  240915
   94208,  252384,  -89281,  248331
   73984,  268000, -114599,  251540
   50096,  280832, -141587,  249862
   23104,  289984, -169164,  242823
   -6208,  294784, -196189,  230317
  -36880,  294672, -221469,  212438
  -67872,  289392, -243831,  189634
  -98096,  278848, -262225,  162518
 -126464,  263248, -275690,  131977
 -151920,  243008, -283468,   99069
 -173568,  218784, -284992,   65033
 -190640,  191424, -280023,   31231
 -202576,  161904, -268597,    -922
 -209056,  131328, -251170,  -30031
 -209984,  100832, -228538,  -54828
 -205536,   71552, -201902,  -74267
 -196144,   44544, -172697,  -87692
 -182416,   20736, -142537,  -94846
 -165184,     912, -113072,  -95956
 -145408,  -14352,  -85803,  -91666
 -124160,  -24720,  -61973,  -83001
 -102544,  -30112,  -42419,  -71232
  -81632,  -30656,  -27579,  -57732
  -62432,  -26752,  -17433,  -43834
  -45840,  -18992,  -11631,  -30693
  -32560,   -8176,   -9514,  -19228
  -23120,    4800,  -10356,   -9988
  -17792,   18960,  -13565,   -3014
  -16624,   33280,  -18784,    2138
  -19424,   46768,  -25682,    5878
  -25792,   58512,  -33855,    8265
  -35088,   67760,  -42787,    8998
  -46576,   73920,  -51903,    7747
  -59344,   76576,  -60534,    4377
  -72464,   75584,  -68009,   -1066
  -84992,   71008,  -73664,   -8303
  -96016,   63136,  -76954,  -16847
 -104752,   52464,  -77481,  -26064
 -110528,   39696,  -75068,  -35150
 -112912,   25632,  -69801,  -43341
 -111616,   11200,  -61999,  -49829
 -106640,   -2656,  -52237,  -54001
  -98192,  -15008,  -41240,  -55379
  -86688,  -24976,  -29905,  -53762
  -72784,  -31840,  -19129,  -49250
  -57264,  -35024,   -9787,  -42179
  -41056,  -34128,   -2604,  -33172
  -25152,  -29024,    1938,  -23025
  -10576,  -19792,    3594,  -12661
    1712,   -6752,    2453,   -2982
   10816,    9536,   -1147,    5619
   15984,   28336,   -6962,   13539
   16672,   48736,  -14992,   21264
   12528,   69728,  -25587,   28885
    3440,   90240,  -39040,   35746
  -10448,  109152,  -55386,   41090
  -28768,  125440,  -74413,   44067
  -50880,  138176,  -95633,   43863
  -76032,  146560, -118299,   39714
 -103216,  150016, -141395,   31123
 -131392,  148160, -163731,   17759
 -159440,  140864, -184023,    -284
 -186208,  128272, -201059,  -22594
 -210672,  110736, -213761,  -48446
 -231824,   88848, -221276,  -76784
 -248912,   63392, -223123, -106446
 -261312,   35296, -219102, -136134
 -268640,    5616, -209398, -164551
 -270752,  -24560, -194482, -190512
 -267776,  -54160, -175086, -212978
 -260048,  -82144, -152201, -231121
 -248096, -107632, -126879, -244340
 -232688, -129824, -100358, -252284
 -214672, -148208,  -73774, -254912
 -195024, -162416,  -48354, -252450
 -174736, -172368,  -25074, -245455
 -154800, -178176,   -4862, -234675
 -136096, -180192,   11714, -221093
 -119424, -178992,   24346, -205858
 -105408, -175280,   33036, -190166
  -94464, -169904,   38122, -175170
  -86800, -163760,   40167, -161888
  -82416, -157792,   39945, -151185
  -81040, -152896,   38291, -143671
  -82224, -149856,   23557, -153277
  -85344, -149360,  -21280, -160444
  -89600, -151888,  -98699,  -94991
  -94144, -157712, -157843,  -21455
  -98016, -166896, -184467,   38965
       0,       0, -209596,   24927
       0,       0, -224863,    4192
       0,       0, -238498,  -19809
       0,       0, -243821,  -46624
       0,       0, -246765,  -73611
       0,       0, -241566, -101477
       0,       0, -233278, -126707
       0,       0, -217831, -150551
       0,       0, -199726, -169226
       0,       0, -176227, -184040
       0,       0, -151607, -192074
       0,       0, -124320, -194196
       0,       0,  -98267, -189623
       0,       0,  -72900, -178615
       0,       0,  -51122, -163271
       0,       0,  -11829, -151046
       0,       0,   26231, -151803
       0,       0,   64953, -165208
       0,       0,   91633, -176407
       0,       0,  121723, -183876
       0,       0,  154456, -186303
       0,       0,  188812, -182906
       0,       0,  223536, -173145
       0,       0,  257220, -156738
       0,       0,  288366, -133785
       0,       0,  315481, -104711
       0,       0,  337175,  -70320
       0,       0,  352255,  -31733
       0,       0,  359804,    9624
       0,       0,  359252,   52131
       0,       0,  350443,   94062
       0,       0,  333645,  133691
       0,       0,  309546,  169380
       0,       0,  279181,  199718
       0,       0,  243902,  223594
       0,       0,  205271,  240240
       0,       0,  164954,  249274
       0,       0,  124645,  250733
       0,       0,   85953,  245046
       0,       0,   50293,  232984
       0,       0,   18821,  215586
       0,       0,   -7625,  194070
       0,       0,  -28511,  169772
       0,       0,  -43659,  144051
       0,       0,  -53184,  118201
       0,       0,  -57486,   93384
       0,       0,  -57193,   70598
       0,       0,  -53101,   50600
       0,       0,  -46096,   33937
       0,       0,  -37121,   20897
       0,       0,  -27101,   11548
       0,       0,  -16902,    5767
       0,       0,   -7282,    3225
       0,       0,    1226,    3480
       0,       0,    9067,    6106
       0,       0,   16737,   10837
       0,       0,   24640,   17626
       0,       0,   32313,   26680
       0,       0,   39242,   38170
       0,       0,   44845,   52134
       0,       0,   48500,   68483
       0,       0,   49553,   86960
       0,       0,   47391,  107128
       0,       0,   41440,  128379
       0,       0,   31266,  149931
       0,       0,   16605,  170863
       0,       0,   -2590,  190144
       0,       0,  -26140,  206705
       0,       0,  -53580,  219478
       0,       0,  -84186,  227479
       0,       0, -116979,  229873
       0,       0, -150781,  226051
       0,       0, -184241,  215695
       0,       0, -215942,  198803
       0,       0, -244451,  175725
       0,       0, -268438,  147133
       0,       0, -286750,  114017
       0,       0, -298498,   77635
       0,       0, -303104,   39434
       0,       0, -300333,     959
       0,       0, -290333,  -36234
       0,       0, -273618,  -70669
       0,       0, -251027, -101034
       0,       0, -223660, -126276
       0,       0, -192817, -145633
       0,       0, -159905, -158676
       0,       0, -126355, -165292
       0,       0,  -93543, -165717
       0,       0,  -62721, -160469
       0,       0,  -34940, -150305
       0,       0,  -11010, -136174
       0,       0,    8511, -119126
       0,       0,   23336, -100263
       0,       0,   33438,  -80656
       0,       0,   39017,  -61323
       0,       0,   40487,  -43137
       0,       0,   38410,  -26838
       0,       0,   33466,  -12963
       0,       0,   26387,   -1858
       0,       0,   17925,    6342
       0,       0,    8738,   11758
       0,       0,    -734,   14743
       0,       0,  -10385,   15739
       0,       0,  -20347,   14994
       0,       0,  -30716,   12467
       0,       0,  -41394,    7883
       0,       0,  -52030,     978
       0,       0,  -62154,   -8435
       0,       0,  -71186,  -20418
       0,       0,  -78513,  -34884
       0,       0,  -83515,  -51596
       0,       0,  -85589,  -70154
       0,       0,  -84230,  -89988
       0,       0,  -79008, -110402
       0,       0,  -69659, -130556
       0,       0,  -56121, -149551
       0,       0,  -38553, -166443
       0,       0,  -17313, -180321
       0,       0,    6998, -190336
       0,       0,   33607, -195783
       0,       0,   61539, -196122
       0,       0,   89718, -191037
       0,       0,  116989, -180487
       0,       0,  142221, -164686
       0,       0,  164321, -144130
       0,       0,  182332, -119528
       0,       0,  195473,  -91803
       0,       0,  203216,  -62030
       0,       0,  205279,  -31385
       0,       0,  201633,   -1074
       0,       0,  192525,   27743
       0,       0,  178462,   54011
       0,       0,  160161,   76804
       0,       0,  138500,   95411
       0,       0,  114468,  109337
       0,       0,   89112,  118326
       0,       0,   63487,  122339
       0,       0,   38589,  121582
       0,       0,   15327,  116441
       0,       0,   -5537,  107486
       0,       0,  -23401,   95400
       0,       0,  -37852,   80937
       0,       0,  -48639,   64897
       0,       0,  -55706,   48056
       0,       0,  -59143,   31158
       0,       0,  -59180,   14856
       0,       0,  -56161,    -287
       0,       0,  -50490,  -13838
       0,       0,  -42598,  -25475
       0,       0,  -32934,  -34978
       0,       0,  -21915,  -42217
       0,       0,   -9909,  -47104
       0,       0,    2721,  -49595
       0,       0,   15644,  -49651
       0,       0,   28502,  -47248
       0,       0,   40926,  -42369
       0,       0,   52501,  -35058
       0,       0,   62803,  -25409
       0,       0,   71374,  -13610
       0,       0,   77778,      64
       0,       0,   81617,   15238
       0,       0,   82557,   31440
       0,       0,   80346,   48122
       0,       0,   74840,   64661
       0,       0,   66022,   80402
       0,       0,   54012,   94672
       0,       0,   39083,  106830
       0,       0,   21633,  116282
       0,       0,    2184,  122517
       0,       0,  -18633,  125130
       0,       0,  -40098,  123838
       0,       0,  -61452,  118515
       0,       0,  -81901,  109196
       0,       0, -100672,   96069
       0,       0, -117031,   79490
       0,       0, -130324,   59948
       0,       0, -140000,   38068
       0,       0, -145651,   14560
       0,       0, -147017,   -9778
       0,       0, -143971,  -34117
       0,       0, -136585,  -57611
       0,       0, -125083,  -79446
       0,       0, -109859,  -98861
       0,       0,  -91433, -115192
       0,       0,  -70456, -127885
       0,       0,  -47675, -136527
       0,       0,  -23886, -140849
       0,       0,      42, -140765
       0,       0,   23264, -136355
       0,       0,   44958, -127863
       0,       0,   64390, -115698
       0,       0,   80910, -100398
       0,       0,   93993,  -82619
       0,       0,  103276,  -63109
       0,       0,  108541,  -42676
       0,       0,  109748,  -22133
       0,       0,  107026,   -2297
       0,       0,  100659,   16099
       0,       0,   91081,   32383
       0,       0,   78851,   46005
       0,       0,   64617,   56554
       0,       0,   49081,   63765
       0,       0,   32972,   67538
       0,       0,   16994,   67928
       0,       0,    1818,   65124
       0,       0,  -11983,   59445
       0,       0,  -23914,   51303
       0,       0,  -33615,   41189
       0,       0,  -40838,   29610
       0,       0,  -45464,   17075
       0,       0,  -47467,    4059
       0,       0,  -46897,   -9022
       0,       0,  -43842,  -21798
       0,       0,  -38390,  -33943
       0,       0,  -30650,  -45156
       0,       0,  -20722,  -55140
       0,       0,   -8734,  -63573
       0,       0,    5152,  -70115
       0,       0,   20712,  -74402
       0,       0,   37650,  -76069
       0,       0,   55562,  -74780
       0,       0,   73965,  -70238
       0,       0,   92279,  -62239
       0,       0,  109852,  -50679
       0,       0,  125978,  -35586
       0,       0,  139925,  -17140
       0,       0,  150968,    4318
       0,       0,  158450,   28292
       0,       0,  161783,   54106
       0,       0,  160511,   80940
       0,       0,  154351,  107880
       0,       0,  143240,  133925
       0,       0,  127321,  158043
       0,       0,  106967,  179226
       0,       0,   82772,  196558
       0,       0,   55544,  209261
       0,       0,   26263,  216721
       0,       0,   -3955,  218573
       0,       0,  -33931,  214699
       0,       0,  -62488,  205264
       0,       0,  -88505,  190697
       0,       0, -110990,  171654
       0,       0, -129119,  149017
       0,       0, -142309,  123828
       0,       0, -150221,   97222
       0,       0, -152800,   70358
       0,       0, -150248,   44371
       0,       0, -143020,   20297
       0,       0, -131763,    -986
       0,       0, -117313,  -18785
       0,       0, -100604,  -32640
       0,       0,  -82616,  -42300
       0,       0,  -64327,  -47795
       0,       0,  -46639,  -49334
       0,       0,  -30366,  -47326
       0,       0,  -16159,  -42329
       0,       0,   -4498,  -35011
       0,       0,    4328,  -26092
       0,       0,   10242,  -16300
       0,       0,   13388,   -6254
       0,       0,   14133,    3666
       0,       0,   12878,   13432
       0,       0,    9829,   23225
       0,       0,    4888,   33190
       0,       0,   -2233,   43213
       0,       0,  -11816,   52944
       0,       0,  -24035,   61901
       0,       0,  -38954,   69497
       0,       0,  -56481,   75100
       0,       0,  -76376,   78046
       0,       0,  -98228,   77690
       0,       0, -121451,   73450
       0,       0, -145286,   64864
       0,       0, -168837,   51610
       0,       0, -191095,   33583
       0,       0, -210981,   10884
       0,       0, -227409,  -16108
       0,       0, -239349,  -46758
       0,       0, -245922,  -80180
       0,       0, -246410, -115245
       0,       0, -240359, -150667
       0,       0, -227634, -185044
       0,       0, -208433, -216931
       0,       0, -183286, -244953
       0,       0, -153037, -267868
       0,       0, -118831, -284656
       0,       0,  -82020, -294572
       0,       0,  -44108, -297224
       0,       0,   -6662, -292599
       0,       0,   28825, -281036
       0,       0,   60958, -263247
       0,       0,   88591, -240187
       0,       0,  110829, -213074
       0,       0,  127122, -183268
       0,       0,  137228, -152190
       0,       0,  141271, -121225
       0,       0,  139663,  -91657
       0,       0,  133078,  -64580
       0,       0,  122396,  -40881
       0,       0,  108640,  -21181
       0,       0,   92884,   -5825
       0,       0,   76205,    5094
       0,       0,   59613,   11756
       0,       0,   43999,   14529
       0,       0,   30106,   13963
       0,       0,   18486,   10724
       0,       0,    9514,    5546
       0,       0,    3355,    -810
       0,       0,    -383,   -8167
       0,       0,   -2260,  -16725
       0,       0,   -2696,  -26809
       0,       0,   -1444,  -38419
       0,       0,    2010,  -51309
       0,       0,    8143,  -65145
       0,       0,   17373,  -79453
       0,       0,   30039,  -93635
       0,       0,   46349, -106964
       0,       0,   66348, -118611
       0,       0,   89899, -127690
       0,       0,  116634, -133301
       0,       0,  145933, -134575
       0,       0,  176968, -130753
       0,       0,  208670, -121255
       0,       0,  239808, -105732
       0,       0,  269026,  -84138
       0,       0,  294916,  -56717
       0,       0,  316103,  -24081
       0,       0,  331364,   12847
       0,       0,  339687,   52821
       0,       0,  340349,   94353
       0,       0,  332995,  135812
       0,       0,  317677,  175484
       0,       0,  294869,  211690
       0,       0,  265421,  242917
       0,       0,  230527,  267888
       0,       0,  191670,  285652
       0,       0,  150496,  295630
       0,       0,  108747,  297656
       0,       0,   68123,  291993
       0,       0,   30192,  279278
       0,       0,   -3715,  260474
       0,       0,  -32557,  236799
       0,       0,  -55622,  209637
       0,       0,  -72558,  180439
       0,       0,  -83357,  150651
       0,       0,  -88344,  121584
       0,       0,  -88097,   94418
       0,       0,  -83424,   70079
       0,       0,  -75254,   49258
       0,       0,  -64616,   32381
       0,       0,  -52538,   19615
       0,       0,  -39990,   10893
       0,       0,  -27856,    5921
       0,       0,  -16877,    4246
       0,       0,   -7612,    5315
       0,       0,    -187,    8697
       0,       0,    5919,   14273
       0,       0,   11261,   22032
       0,       0,   16011,   32020
       0,       0,   19671,   44204
       0,       0,   21666,   58548
       0,       0,   21393,   74875
       0,       0,   18259,   92874
       0,       0,   11700,  112045
       0,       0,    1236,  131719
       0,       0,  -13478,  151076
       0,       0,  -32588,  169180
       0,       0,  -56039,  184989
       0,       0,  -83504,  197439
       0,       0, -114401,  205489
       0,       0, -147864,  208207
       0,       0, -182782,  204849
       0,       0, -217846,  194923
       0,       0, -251603,  178239
       0,       0, -282551,  154972
       0,       0, -309200,  125649
       0,       0, -330199,   91155
       0,       0, -344443,   52685
       0,       0, -351116,   11697
       0,       0, -349759,  -30149
       0,       0, -340322,  -71163
       0,       0, -323184, -109663
       0,       0, -299106, -144101
       0,       0, -269188, -173159
       0,       0, -234778, -195840
       0,       0, -197441, -211491
       0,       0, -158792, -219843
       0,       0, -120450, -221006
       0,       0,  -83921, -215480
       0,       0,  -50498, -204044
       0,       0,  -21225, -187732
       0,       0,    3163, -167728
       0,       0,   22228, -145298
